PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(250, 4)",2.0,"(0, 1)","[(250, 4), (231, 17)]",01 - B,10 - B
"(231, 17)",2.0,"(0, 7)","[(250, 4), (109, 251)]",01 - B,10 - B
"(3, 241)",2.0,"(1, 2)","[(231, 17), (3, 241)]",10 - B,01 - B
"(61, 221)",2.0,"(2, 3)","[(3, 241), (61, 221)]",01 - B,10 - B
"(91, 236)",2.0,"(2, 7)","[(3, 241), (109, 251)]",01 - B,10 - B
"(113, 209)",2.0,"(4, 7)","[(91, 236), (109, 251)]",01 - B,10 - B
"(139, 187)",2.0,"(6, 7)","[(139, 187), (109, 251)]",01 - B,10 - B
"(109, 251)",3.0,"(0, 1, 2)","[(250, 4), (231, 17), (3, 241)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(250, 4), (231, 17), (139, 187)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(250, 4), (231, 17), (109, 251)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(250, 4), (139, 187), (109, 251)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(231, 17), (3, 241), (61, 221)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(3, 241), (61, 221), (91, 236)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(3, 241), (61, 221), (109, 251)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(3, 241), (91, 236), (109, 251)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(91, 236), (113, 209), (109, 251)]",011 - I,100 - I
,3.0,"(4, 6, 7)","[(91, 236), (139, 187), (109, 251)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(113, 209), (139, 187), (109, 251)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(250, 4), (231, 17), (3, 241), (61, 221)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(250, 4), (231, 17), (3, 241), (139, 187)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 6)","[(250, 4), (231, 17), (61, 221), (139, 187)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(250, 4), (231, 17), (113, 209), (139, 187)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(250, 4), (231, 17), (139, 187), (109, 251)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(250, 4), (113, 209), (139, 187), (109, 251)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
