PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(60, 221)",2.0,"(0, 1)","[(60, 221), (98, 224)]",01 - B,10 - B
"(98, 224)",2.0,"(0, 6)","[(60, 221), (78, 203)]",00 - M,11 - M
"(221, 216)",2.0,"(0, 7)","[(60, 221), (18, 31)]",01 - B,10 - B
"(238, 209)",2.0,"(1, 2)","[(98, 224), (221, 216)]",10 - B,01 - B
"(228, 206)",2.0,"(2, 3)","[(221, 216), (238, 209)]",01 - B,10 - B
"(102, 215)",2.0,"(3, 4)","[(238, 209), (228, 206)]",10 - B,01 - B
"(78, 203)",2.0,"(3, 7)","[(238, 209), (18, 31)]",11 - M,00 - M
"(18, 31)",2.0,"(4, 7)","[(228, 206), (18, 31)]",01 - B,10 - B
,2.0,"(6, 7)","[(78, 203), (18, 31)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(60, 221), (98, 224), (221, 216)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(60, 221), (98, 224), (102, 215)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(60, 221), (98, 224), (78, 203)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(60, 221), (78, 203), (18, 31)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(98, 224), (221, 216), (238, 209)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(221, 216), (238, 209), (228, 206)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(238, 209), (228, 206), (18, 31)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(228, 206), (78, 203), (18, 31)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(102, 215), (78, 203), (18, 31)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(60, 221), (98, 224), (221, 216), (238, 209)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(60, 221), (98, 224), (221, 216), (102, 215)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(60, 221), (98, 224), (102, 215), (78, 203)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(60, 221), (98, 224), (78, 203), (18, 31)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(60, 221), (102, 215), (78, 203), (18, 31)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
