PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(19, 23)",2.0,"(0, 1)","[(19, 23), (62, 105)]",01 - B,10 - B
"(62, 105)",2.0,"(0, 6)","[(19, 23), (91, 84)]",01 - B,10 - B
"(160, 233)",2.0,"(0, 7)","[(19, 23), (237, 32)]",00 - M,11 - M
"(158, 213)",2.0,"(1, 2)","[(62, 105), (160, 233)]",10 - B,01 - B
"(183, 197)",2.0,"(2, 3)","[(160, 233), (158, 213)]",01 - B,10 - B
"(206, 205)",2.0,"(2, 5)","[(160, 233), (206, 205)]",01 - B,10 - B
"(91, 84)",2.0,"(4, 5)","[(183, 197), (206, 205)]",01 - B,10 - B
"(237, 32)",2.0,"(5, 7)","[(206, 205), (237, 32)]",10 - B,01 - B
,2.0,"(6, 7)","[(91, 84), (237, 32)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(19, 23), (62, 105), (160, 233)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(19, 23), (62, 105), (91, 84)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(19, 23), (91, 84), (237, 32)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(62, 105), (160, 233), (158, 213)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(160, 233), (158, 213), (183, 197)]",010 - I,101 - I
,3.0,"(2, 3, 5)","[(160, 233), (158, 213), (206, 205)]",011 - I,100 - I
,3.0,"(2, 4, 5)","[(160, 233), (183, 197), (206, 205)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(183, 197), (206, 205), (237, 32)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(206, 205), (91, 84), (237, 32)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(19, 23), (62, 105), (160, 233), (158, 213)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(19, 23), (62, 105), (160, 233), (91, 84)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(19, 23), (62, 105), (158, 213), (91, 84)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(19, 23), (62, 105), (91, 84), (237, 32)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(19, 23), (206, 205), (91, 84), (237, 32)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
