PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(247, 101)",2.0,"(0, 1)","[(247, 101), (8, 66)]",01 - B,10 - B
"(8, 66)",2.0,"(0, 3)","[(247, 101), (123, 110)]",01 - B,10 - B
"(18, 112)",2.0,"(0, 5)","[(247, 101), (126, 117)]",01 - B,10 - B
"(123, 110)",2.0,"(0, 6)","[(247, 101), (81, 150)]",00 - M,11 - M
"(112, 114)",2.0,"(0, 7)","[(247, 101), (9, 189)]",01 - B,10 - B
"(126, 117)",2.0,"(1, 2)","[(8, 66), (18, 112)]",10 - B,01 - B
"(81, 150)",2.0,"(1, 7)","[(8, 66), (9, 189)]",11 - M,00 - M
"(9, 189)",2.0,"(2, 7)","[(18, 112), (9, 189)]",01 - B,10 - B
,2.0,"(6, 7)","[(81, 150), (9, 189)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(247, 101), (8, 66), (18, 112)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(247, 101), (8, 66), (123, 110)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(247, 101), (123, 110), (126, 117)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(247, 101), (126, 117), (81, 150)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(247, 101), (81, 150), (9, 189)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(8, 66), (18, 112), (123, 110)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(8, 66), (18, 112), (112, 114)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(8, 66), (18, 112), (9, 189)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(18, 112), (81, 150), (9, 189)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(126, 117), (81, 150), (9, 189)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(247, 101), (8, 66), (18, 112), (123, 110)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(247, 101), (8, 66), (123, 110), (112, 114)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(247, 101), (8, 66), (123, 110), (126, 117)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 5)","[(247, 101), (123, 110), (112, 114), (126, 117)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(247, 101), (123, 110), (126, 117), (81, 150)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(247, 101), (126, 117), (81, 150), (9, 189)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
