PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(161, 238)",2.0,"(0, 1)","[(161, 238), (244, 46)]",01 - B,01 - B,10 - B,10 - B
"(244, 46)",2.0,"(0, 3)","[(161, 238), (168, 176)]",01 - B,01 - B,10 - B,10 - B
"(182, 133)",2.0,"(0, 6)","[(161, 238), (132, 163)]",01 - B,01 - B,10 - B,10 - B
"(168, 176)",2.0,"(0, 7)","[(161, 238), (12, 18)]",01 - B,00 - M,11 - M,10 - B
"(163, 102)",2.0,"(1, 2)","[(244, 46), (182, 133)]",10 - B,10 - B,01 - B,01 - B
"(146, 126)",2.0,"(1, 4)","[(244, 46), (163, 102)]",10 - B,10 - B,01 - B,01 - B
"(132, 163)",2.0,"(1, 7)","[(244, 46), (12, 18)]",11 - M,10 - B,01 - B,00 - M
"(12, 18)",2.0,"(4, 7)","[(163, 102), (12, 18)]",01 - B,00 - M,11 - M,10 - B
,2.0,"(5, 7)","[(146, 126), (12, 18)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(132, 163), (12, 18)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(161, 238), (244, 46), (182, 133)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(161, 238), (244, 46), (168, 176)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 2, 3)","[(161, 238), (182, 133), (168, 176)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(0, 3, 6)","[(161, 238), (168, 176), (132, 163)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(161, 238), (132, 163), (12, 18)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(244, 46), (182, 133), (168, 176)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 4)","[(244, 46), (182, 133), (163, 102)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 4, 7)","[(244, 46), (163, 102), (12, 18)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(4, 5, 7)","[(163, 102), (146, 126), (12, 18)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(146, 126), (132, 163), (12, 18)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(161, 238), (244, 46), (182, 133), (168, 176)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 2, 3, 6)","[(161, 238), (182, 133), (168, 176), (132, 163)]",0011 - B,0011 - B,1100 - B,1100 - B
,4.0,"(0, 3, 5, 6)","[(161, 238), (168, 176), (146, 126), (132, 163)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 3, 6, 7)","[(161, 238), (168, 176), (132, 163), (12, 18)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 5, 6, 7)","[(161, 238), (146, 126), (132, 163), (12, 18)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
