PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(110, 190)",2.0,"(0, 1)","[(110, 190), (151, 168)]",01 - B,10 - B
"(151, 168)",2.0,"(0, 6)","[(110, 190), (85, 164)]",01 - B,10 - B
"(208, 94)",2.0,"(0, 7)","[(110, 190), (51, 147)]",00 - M,11 - M
"(129, 109)",2.0,"(1, 2)","[(151, 168), (208, 94)]",10 - B,01 - B
"(107, 87)",2.0,"(2, 3)","[(208, 94), (129, 109)]",01 - B,10 - B
"(66, 66)",2.0,"(2, 4)","[(208, 94), (107, 87)]",00 - M,11 - M
"(85, 164)",2.0,"(2, 5)","[(208, 94), (66, 66)]",01 - B,10 - B
"(51, 147)",2.0,"(4, 5)","[(107, 87), (66, 66)]",01 - B,10 - B
,2.0,"(5, 7)","[(66, 66), (51, 147)]",10 - B,01 - B
,2.0,"(6, 7)","[(85, 164), (51, 147)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(110, 190), (151, 168), (208, 94)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(110, 190), (151, 168), (85, 164)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(110, 190), (85, 164), (51, 147)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(151, 168), (208, 94), (129, 109)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(208, 94), (129, 109), (107, 87)]",010 - I,101 - I
,3.0,"(2, 4, 5)","[(208, 94), (107, 87), (66, 66)]",001 - I,110 - I
,3.0,"(3, 4, 5)","[(129, 109), (107, 87), (66, 66)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(107, 87), (66, 66), (51, 147)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(66, 66), (85, 164), (51, 147)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(110, 190), (151, 168), (208, 94), (129, 109)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(110, 190), (151, 168), (208, 94), (85, 164)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(110, 190), (151, 168), (85, 164), (51, 147)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(110, 190), (66, 66), (85, 164), (51, 147)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
