PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(5, 21)",2.0,"(0, 1)","[(5, 21), (80, 162)]",01 - B,10 - B
"(80, 162)",2.0,"(0, 6)","[(5, 21), (156, 24)]",01 - B,10 - B
"(162, 254)",2.0,"(0, 7)","[(5, 21), (250, 2)]",01 - B,10 - B
"(143, 184)",2.0,"(1, 2)","[(80, 162), (162, 254)]",10 - B,01 - B
"(138, 83)",2.0,"(2, 3)","[(162, 254), (143, 184)]",01 - B,10 - B
"(192, 81)",2.0,"(2, 7)","[(162, 254), (250, 2)]",01 - B,10 - B
"(156, 24)",2.0,"(5, 7)","[(192, 81), (250, 2)]",01 - B,10 - B
"(250, 2)",2.0,"(6, 7)","[(156, 24), (250, 2)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(5, 21), (80, 162), (162, 254)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(5, 21), (80, 162), (143, 184)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(5, 21), (80, 162), (138, 83)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(5, 21), (80, 162), (156, 24)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(5, 21), (138, 83), (156, 24)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(5, 21), (156, 24), (250, 2)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(80, 162), (162, 254), (143, 184)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(162, 254), (143, 184), (192, 81)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(162, 254), (143, 184), (250, 2)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(162, 254), (192, 81), (250, 2)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(192, 81), (156, 24), (250, 2)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(5, 21), (80, 162), (162, 254), (143, 184)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(5, 21), (80, 162), (143, 184), (138, 83)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(5, 21), (80, 162), (138, 83), (156, 24)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(5, 21), (138, 83), (156, 24), (250, 2)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(5, 21), (192, 81), (156, 24), (250, 2)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
