PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(34, 250)",2.0,"(0, 1)","[(34, 250), (251, 102)]",01 - B,10 - B
"(251, 102)",2.0,"(0, 3)","[(34, 250), (99, 187)]",01 - B,10 - B
"(209, 93)",2.0,"(0, 6)","[(34, 250), (35, 216)]",01 - B,10 - B
"(99, 187)",2.0,"(0, 7)","[(34, 250), (2, 6)]",01 - B,10 - B
"(88, 183)",2.0,"(1, 2)","[(251, 102), (209, 93)]",10 - B,01 - B
"(68, 82)",2.0,"(1, 7)","[(251, 102), (2, 6)]",11 - M,00 - M
"(35, 216)",2.0,"(2, 7)","[(209, 93), (2, 6)]",01 - B,10 - B
"(2, 6)",2.0,"(5, 7)","[(68, 82), (2, 6)]",01 - B,10 - B
,2.0,"(6, 7)","[(35, 216), (2, 6)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(34, 250), (251, 102), (209, 93)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(34, 250), (251, 102), (99, 187)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(34, 250), (99, 187), (35, 216)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(34, 250), (88, 183), (35, 216)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(34, 250), (35, 216), (2, 6)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(251, 102), (209, 93), (99, 187)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(251, 102), (209, 93), (68, 82)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(251, 102), (209, 93), (2, 6)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(209, 93), (68, 82), (2, 6)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(68, 82), (35, 216), (2, 6)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(34, 250), (251, 102), (209, 93), (99, 187)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(34, 250), (251, 102), (99, 187), (88, 183)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(34, 250), (251, 102), (99, 187), (35, 216)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 6)","[(34, 250), (99, 187), (88, 183), (35, 216)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(34, 250), (88, 183), (35, 216), (2, 6)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(34, 250), (68, 82), (35, 216), (2, 6)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
