PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(228, 213)",2.0,"(0, 1)","[(228, 213), (252, 42)]",01 - B,10 - B
"(252, 42)",2.0,"(0, 3)","[(228, 213), (181, 184)]",01 - B,10 - B
"(93, 119)",2.0,"(0, 5)","[(228, 213), (173, 191)]",01 - B,10 - B
"(181, 184)",2.0,"(0, 7)","[(228, 213), (4, 147)]",01 - B,10 - B
"(171, 186)",2.0,"(1, 2)","[(252, 42), (93, 119)]",10 - B,01 - B
"(173, 191)",2.0,"(1, 7)","[(252, 42), (4, 147)]",11 - M,00 - M
"(40, 151)",2.0,"(2, 7)","[(93, 119), (4, 147)]",01 - B,10 - B
"(4, 147)",2.0,"(6, 7)","[(40, 151), (4, 147)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(228, 213), (252, 42), (93, 119)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(228, 213), (252, 42), (181, 184)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(228, 213), (181, 184), (173, 191)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(228, 213), (171, 186), (173, 191)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(228, 213), (173, 191), (4, 147)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(228, 213), (40, 151), (4, 147)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(252, 42), (93, 119), (181, 184)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(252, 42), (93, 119), (40, 151)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(252, 42), (93, 119), (4, 147)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(93, 119), (40, 151), (4, 147)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(173, 191), (40, 151), (4, 147)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(228, 213), (252, 42), (93, 119), (181, 184)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(228, 213), (252, 42), (181, 184), (171, 186)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(228, 213), (252, 42), (181, 184), (173, 191)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 5)","[(228, 213), (181, 184), (171, 186), (173, 191)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(228, 213), (171, 186), (173, 191), (4, 147)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(228, 213), (173, 191), (40, 151), (4, 147)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
