PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(13, 14)",2.0,"(0, 1)","[(13, 14), (5, 37)]",01 - B,10 - B
"(5, 37)",2.0,"(0, 7)","[(13, 14), (250, 73)]",01 - B,10 - B
"(212, 241)",2.0,"(1, 2)","[(5, 37), (212, 241)]",10 - B,01 - B
"(207, 202)",2.0,"(2, 3)","[(212, 241), (207, 202)]",01 - B,10 - B
"(208, 170)",2.0,"(2, 7)","[(212, 241), (250, 73)]",01 - B,10 - B
"(188, 138)",2.0,"(6, 7)","[(227, 92), (250, 73)]",01 - B,10 - B
"(227, 92)",3.0,"(0, 1, 2)","[(13, 14), (5, 37), (212, 241)]",010 - I,101 - I
"(250, 73)",3.0,"(0, 1, 5)","[(13, 14), (5, 37), (188, 138)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(13, 14), (5, 37), (227, 92)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(13, 14), (5, 37), (250, 73)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(13, 14), (227, 92), (250, 73)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(5, 37), (212, 241), (207, 202)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(212, 241), (207, 202), (208, 170)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(212, 241), (207, 202), (250, 73)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(212, 241), (227, 92), (250, 73)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(208, 170), (227, 92), (250, 73)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(188, 138), (227, 92), (250, 73)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(13, 14), (5, 37), (212, 241), (207, 202)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(13, 14), (5, 37), (212, 241), (188, 138)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(13, 14), (5, 37), (207, 202), (188, 138)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(13, 14), (5, 37), (208, 170), (188, 138)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(13, 14), (5, 37), (188, 138), (227, 92)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(13, 14), (5, 37), (227, 92), (250, 73)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(13, 14), (188, 138), (227, 92), (250, 73)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
