PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(235, 90)",2.0,"(0, 1)","[(235, 90), (20, 108)]",01 - B,10 - B
"(20, 108)",2.0,"(0, 3)","[(235, 90), (135, 106)]",01 - B,10 - B
"(67, 113)",2.0,"(0, 5)","[(235, 90), (143, 112)]",01 - B,10 - B
"(135, 106)",2.0,"(0, 7)","[(235, 90), (37, 165)]",01 - B,10 - B
"(46, 125)",2.0,"(1, 2)","[(20, 108), (67, 113)]",10 - B,01 - B
"(143, 112)",2.0,"(1, 4)","[(20, 108), (46, 125)]",10 - B,01 - B
"(104, 128)",2.0,"(1, 7)","[(20, 108), (37, 165)]",11 - M,00 - M
"(37, 165)",2.0,"(4, 7)","[(46, 125), (37, 165)]",01 - B,10 - B
,2.0,"(6, 7)","[(104, 128), (37, 165)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(235, 90), (20, 108), (67, 113)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(235, 90), (20, 108), (135, 106)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(235, 90), (135, 106), (143, 112)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(235, 90), (143, 112), (104, 128)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(235, 90), (143, 112), (37, 165)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(235, 90), (104, 128), (37, 165)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(20, 108), (67, 113), (135, 106)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(20, 108), (67, 113), (46, 125)]",100 - I,011 - I
,3.0,"(1, 4, 7)","[(20, 108), (46, 125), (37, 165)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(46, 125), (104, 128), (37, 165)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(143, 112), (104, 128), (37, 165)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(235, 90), (20, 108), (67, 113), (135, 106)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(235, 90), (20, 108), (135, 106), (143, 112)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 5)","[(235, 90), (67, 113), (135, 106), (143, 112)]",0011 - B,1100 - B
,4.0,"(0, 3, 5, 6)","[(235, 90), (135, 106), (143, 112), (104, 128)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(235, 90), (143, 112), (104, 128), (37, 165)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
