PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(105, 238)",2.0,"(0, 1)","[(105, 238), (237, 147)]",01 - B,10 - B
"(237, 147)",2.0,"(0, 4)","[(105, 238), (113, 194)]",01 - B,10 - B
"(143, 123)",2.0,"(0, 6)","[(105, 238), (88, 155)]",00 - M,11 - M
"(132, 142)",2.0,"(0, 7)","[(105, 238), (19, 18)]",01 - B,10 - B
"(113, 194)",2.0,"(1, 2)","[(237, 147), (143, 123)]",10 - B,01 - B
"(111, 144)",2.0,"(1, 7)","[(237, 147), (19, 18)]",11 - M,00 - M
"(88, 155)",2.0,"(2, 7)","[(143, 123), (19, 18)]",01 - B,10 - B
"(19, 18)",2.0,"(6, 7)","[(88, 155), (19, 18)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(105, 238), (237, 147), (143, 123)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(105, 238), (237, 147), (113, 194)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(105, 238), (113, 194), (88, 155)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(105, 238), (88, 155), (19, 18)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(237, 147), (143, 123), (132, 142)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(237, 147), (143, 123), (19, 18)]",101 - I,010 - I
,3.0,"(2, 3, 7)","[(143, 123), (132, 142), (19, 18)]",001 - I,110 - I
,3.0,"(2, 5, 7)","[(143, 123), (111, 144), (19, 18)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(143, 123), (88, 155), (19, 18)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(111, 144), (88, 155), (19, 18)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(105, 238), (237, 147), (143, 123), (132, 142)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(105, 238), (237, 147), (143, 123), (113, 194)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(105, 238), (237, 147), (132, 142), (113, 194)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(105, 238), (237, 147), (113, 194), (88, 155)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 6)","[(105, 238), (113, 194), (111, 144), (88, 155)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(105, 238), (113, 194), (88, 155), (19, 18)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(105, 238), (111, 144), (88, 155), (19, 18)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
