PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(47, 189)",2.0,"(0, 1)","[(47, 189), (61, 201)]",01 - B,10 - B
"(61, 201)",2.0,"(0, 7)","[(47, 189), (6, 55)]",01 - B,10 - B
"(250, 138)",2.0,"(1, 2)","[(61, 201), (250, 138)]",10 - B,01 - B
"(131, 160)",2.0,"(2, 3)","[(250, 138), (131, 160)]",01 - B,10 - B
"(103, 150)",2.0,"(2, 7)","[(250, 138), (6, 55)]",01 - B,10 - B
"(50, 106)",2.0,"(5, 7)","[(50, 106), (6, 55)]",11 - M,00 - M
"(45, 141)",2.0,"(6, 7)","[(45, 141), (6, 55)]",01 - B,10 - B
"(6, 55)",3.0,"(0, 1, 2)","[(47, 189), (61, 201), (250, 138)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(47, 189), (61, 201), (131, 160)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(47, 189), (61, 201), (45, 141)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(47, 189), (61, 201), (6, 55)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(47, 189), (45, 141), (6, 55)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(61, 201), (250, 138), (131, 160)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(250, 138), (131, 160), (103, 150)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(250, 138), (131, 160), (6, 55)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(250, 138), (50, 106), (6, 55)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(50, 106), (45, 141), (6, 55)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(47, 189), (61, 201), (250, 138), (131, 160)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(47, 189), (61, 201), (131, 160), (103, 150)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(47, 189), (61, 201), (131, 160), (45, 141)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(47, 189), (61, 201), (103, 150), (45, 141)]",0100 - I,1011 - I
,4.0,"(0, 1, 5, 6)","[(47, 189), (61, 201), (50, 106), (45, 141)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(47, 189), (61, 201), (45, 141), (6, 55)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(47, 189), (50, 106), (45, 141), (6, 55)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
