PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(49, 24)",2.0,"(0, 1)","[(49, 24), (27, 36)]",01 - B,10 - B
"(27, 36)",2.0,"(0, 7)","[(49, 24), (241, 139)]",01 - B,10 - B
"(11, 51)",2.0,"(1, 2)","[(27, 36), (11, 51)]",10 - B,01 - B
"(24, 132)",2.0,"(2, 3)","[(11, 51), (24, 132)]",01 - B,10 - B
"(195, 231)",2.0,"(3, 4)","[(24, 132), (195, 231)]",10 - B,01 - B
"(135, 126)",2.0,"(4, 6)","[(195, 231), (225, 155)]",00 - M,11 - M
"(225, 155)",2.0,"(4, 7)","[(195, 231), (241, 139)]",01 - B,10 - B
"(241, 139)",2.0,"(6, 7)","[(225, 155), (241, 139)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(49, 24), (27, 36), (11, 51)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(49, 24), (27, 36), (241, 139)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(49, 24), (225, 155), (241, 139)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(27, 36), (11, 51), (24, 132)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(11, 51), (24, 132), (195, 231)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(24, 132), (195, 231), (135, 126)]",101 - I,010 - I
,3.0,"(3, 4, 6)","[(24, 132), (195, 231), (225, 155)]",100 - I,011 - I
,3.0,"(4, 6, 7)","[(195, 231), (225, 155), (241, 139)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(135, 126), (225, 155), (241, 139)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(49, 24), (27, 36), (11, 51), (24, 132)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(49, 24), (27, 36), (11, 51), (135, 126)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 7)","[(49, 24), (27, 36), (11, 51), (241, 139)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(49, 24), (27, 36), (225, 155), (241, 139)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(49, 24), (135, 126), (225, 155), (241, 139)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
