PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(12, 13)",2.0,"(0, 1)","[(12, 13), (33, 68)]",01 - B,10 - B
"(33, 68)",2.0,"(0, 7)","[(12, 13), (243, 99)]",01 - B,10 - B
"(212, 242)",2.0,"(1, 2)","[(33, 68), (212, 242)]",10 - B,01 - B
"(201, 217)",2.0,"(2, 3)","[(212, 242), (201, 217)]",01 - B,10 - B
"(208, 189)",2.0,"(2, 7)","[(212, 242), (243, 99)]",01 - B,10 - B
"(113, 97)",2.0,"(4, 7)","[(208, 189), (243, 99)]",01 - B,10 - B
"(133, 100)",2.0,"(6, 7)","[(133, 100), (243, 99)]",01 - B,10 - B
"(243, 99)",3.0,"(0, 1, 2)","[(12, 13), (33, 68), (212, 242)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(12, 13), (33, 68), (113, 97)]",011 - I,100 - I
,3.0,"(0, 1, 7)","[(12, 13), (33, 68), (243, 99)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(12, 13), (133, 100), (243, 99)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(33, 68), (212, 242), (201, 217)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(212, 242), (201, 217), (208, 189)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(212, 242), (201, 217), (243, 99)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(212, 242), (208, 189), (243, 99)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(201, 217), (208, 189), (243, 99)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(208, 189), (133, 100), (243, 99)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(113, 97), (133, 100), (243, 99)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(12, 13), (33, 68), (212, 242), (201, 217)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(12, 13), (33, 68), (212, 242), (113, 97)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(12, 13), (33, 68), (113, 97), (133, 100)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(12, 13), (33, 68), (113, 97), (243, 99)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(12, 13), (33, 68), (133, 100), (243, 99)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(12, 13), (113, 97), (133, 100), (243, 99)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
