PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01011010,10100101,10110010
"(14, 226)",2.0,"(0, 1)","[(14, 226), (242, 227)]",01 - B,01 - B,10 - B,10 - B
"(242, 227)",2.0,"(0, 4)","[(14, 226), (61, 213)]",01 - B,01 - B,10 - B,10 - B
"(226, 218)",2.0,"(0, 6)","[(14, 226), (30, 177)]",00 - M,01 - B,10 - B,11 - M
"(161, 214)",2.0,"(0, 7)","[(14, 226), (28, 29)]",01 - B,00 - M,11 - M,10 - B
"(61, 213)",2.0,"(1, 2)","[(242, 227), (226, 218)]",10 - B,10 - B,01 - B,01 - B
"(64, 203)",2.0,"(1, 7)","[(242, 227), (28, 29)]",11 - M,10 - B,01 - B,00 - M
"(30, 177)",2.0,"(2, 7)","[(226, 218), (28, 29)]",01 - B,00 - M,11 - M,10 - B
"(28, 29)",2.0,"(6, 7)","[(30, 177), (28, 29)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(14, 226), (242, 227), (226, 218)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(14, 226), (242, 227), (61, 213)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 5)","[(14, 226), (61, 213), (64, 203)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 4, 6)","[(14, 226), (61, 213), (30, 177)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(14, 226), (30, 177), (28, 29)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(242, 227), (226, 218), (161, 214)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 2, 7)","[(242, 227), (226, 218), (28, 29)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 6, 7)","[(226, 218), (30, 177), (28, 29)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(64, 203), (30, 177), (28, 29)]",101 - I,010 - I,101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(14, 226), (242, 227), (226, 218), (161, 214)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(14, 226), (242, 227), (226, 218), (61, 213)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(14, 226), (242, 227), (161, 214), (61, 213)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 4, 5)","[(14, 226), (242, 227), (61, 213), (64, 203)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 3, 4, 5)","[(14, 226), (161, 214), (61, 213), (64, 203)]",0011 - B,0110 - B,1001 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(14, 226), (61, 213), (64, 203), (30, 177)]",0110 - B,0101 - B,1010 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(14, 226), (61, 213), (30, 177), (28, 29)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(14, 226), (64, 203), (30, 177), (28, 29)]",0101 - B,0010 - I,1101 - I,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
