PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(5, 228)",2.0,"(0, 1)","[(5, 228), (251, 250)]",01 - B,10 - B
"(251, 250)",2.0,"(0, 3)","[(5, 228), (111, 226)]",01 - B,10 - B
"(215, 233)",2.0,"(0, 6)","[(5, 228), (40, 195)]",01 - B,10 - B
"(111, 226)",2.0,"(0, 7)","[(5, 228), (2, 6)]",01 - B,10 - B
"(94, 216)",2.0,"(1, 2)","[(251, 250), (215, 233)]",10 - B,01 - B
"(117, 205)",2.0,"(1, 7)","[(251, 250), (2, 6)]",11 - M,00 - M
"(40, 195)",2.0,"(2, 7)","[(215, 233), (2, 6)]",01 - B,10 - B
"(2, 6)",2.0,"(5, 7)","[(117, 205), (2, 6)]",01 - B,10 - B
,2.0,"(6, 7)","[(40, 195), (2, 6)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(5, 228), (251, 250), (215, 233)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(5, 228), (251, 250), (111, 226)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(5, 228), (111, 226), (94, 216)]",010 - I,101 - I
,3.0,"(0, 3, 6)","[(5, 228), (111, 226), (40, 195)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(5, 228), (94, 216), (40, 195)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(5, 228), (40, 195), (2, 6)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(251, 250), (215, 233), (111, 226)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(251, 250), (215, 233), (117, 205)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(251, 250), (215, 233), (2, 6)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(215, 233), (117, 205), (2, 6)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(117, 205), (40, 195), (2, 6)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(5, 228), (251, 250), (215, 233), (111, 226)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(5, 228), (251, 250), (111, 226), (94, 216)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(5, 228), (111, 226), (94, 216), (40, 195)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(5, 228), (94, 216), (40, 195), (2, 6)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(5, 228), (117, 205), (40, 195), (2, 6)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
