PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(68, 50)",2.0,"(0, 1)","[(68, 50), (15, 115)]",01 - B,10 - B
"(15, 115)",2.0,"(0, 7)","[(68, 50), (240, 11)]",01 - B,10 - B
"(92, 245)",2.0,"(1, 2)","[(15, 115), (92, 245)]",10 - B,01 - B
"(91, 210)",2.0,"(2, 3)","[(92, 245), (91, 210)]",01 - B,10 - B
"(125, 145)",2.0,"(2, 7)","[(92, 245), (240, 11)]",01 - B,10 - B
"(130, 149)",2.0,"(5, 7)","[(130, 149), (240, 11)]",01 - B,10 - B
"(157, 67)",2.0,"(6, 7)","[(157, 67), (240, 11)]",01 - B,10 - B
"(240, 11)",3.0,"(0, 1, 2)","[(68, 50), (15, 115), (92, 245)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(68, 50), (15, 115), (91, 210)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(68, 50), (15, 115), (157, 67)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(68, 50), (15, 115), (240, 11)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(68, 50), (157, 67), (240, 11)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(15, 115), (92, 245), (91, 210)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(92, 245), (91, 210), (130, 149)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(92, 245), (91, 210), (240, 11)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(92, 245), (130, 149), (240, 11)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(130, 149), (157, 67), (240, 11)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(68, 50), (15, 115), (92, 245), (91, 210)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(68, 50), (15, 115), (91, 210), (125, 145)]",0111 - I,1000 - I
,4.0,"(0, 1, 3, 6)","[(68, 50), (15, 115), (91, 210), (157, 67)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(68, 50), (15, 115), (125, 145), (157, 67)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(68, 50), (15, 115), (157, 67), (240, 11)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(68, 50), (125, 145), (157, 67), (240, 11)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(68, 50), (130, 149), (157, 67), (240, 11)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
