PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(64, 206)",2.0,"(0, 1)","[(64, 206), (218, 210)]",01 - B,10 - B
"(218, 210)",2.0,"(0, 3)","[(64, 206), (105, 189)]",01 - B,10 - B
"(155, 176)",2.0,"(0, 6)","[(64, 206), (66, 168)]",01 - B,10 - B
"(105, 189)",2.0,"(0, 7)","[(64, 206), (39, 49)]",00 - M,11 - M
"(123, 177)",2.0,"(1, 2)","[(218, 210), (155, 176)]",10 - B,01 - B
"(78, 118)",2.0,"(1, 7)","[(218, 210), (39, 49)]",10 - B,01 - B
"(66, 168)",2.0,"(5, 7)","[(78, 118), (39, 49)]",10 - B,01 - B
"(39, 49)",2.0,"(6, 7)","[(66, 168), (39, 49)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(64, 206), (218, 210), (155, 176)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(64, 206), (218, 210), (105, 189)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(64, 206), (105, 189), (66, 168)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(64, 206), (66, 168), (39, 49)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(218, 210), (155, 176), (105, 189)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(218, 210), (155, 176), (123, 177)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(218, 210), (155, 176), (39, 49)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(218, 210), (78, 118), (39, 49)]",110 - I,001 - I
,3.0,"(2, 5, 7)","[(155, 176), (78, 118), (39, 49)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(78, 118), (66, 168), (39, 49)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(64, 206), (218, 210), (155, 176), (105, 189)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(64, 206), (218, 210), (105, 189), (123, 177)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(64, 206), (218, 210), (105, 189), (66, 168)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 6)","[(64, 206), (105, 189), (123, 177), (66, 168)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(64, 206), (105, 189), (78, 118), (66, 168)]",0111 - I,1000 - I
,4.0,"(0, 3, 6, 7)","[(64, 206), (105, 189), (66, 168), (39, 49)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(64, 206), (78, 118), (66, 168), (39, 49)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
