PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(26, 169)",2.0,"(0, 1)","[(26, 169), (155, 157)]",01 - B,10 - B
"(155, 157)",2.0,"(0, 5)","[(26, 169), (99, 126)]",01 - B,10 - B
"(229, 127)",2.0,"(0, 7)","[(26, 169), (51, 86)]",01 - B,10 - B
"(162, 137)",2.0,"(1, 2)","[(155, 157), (229, 127)]",10 - B,01 - B
"(114, 132)",2.0,"(2, 3)","[(229, 127), (162, 137)]",01 - B,10 - B
"(99, 126)",2.0,"(2, 6)","[(229, 127), (103, 107)]",00 - M,11 - M
"(103, 107)",2.0,"(2, 7)","[(229, 127), (51, 86)]",01 - B,10 - B
"(51, 86)",2.0,"(6, 7)","[(103, 107), (51, 86)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(26, 169), (155, 157), (229, 127)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(26, 169), (155, 157), (162, 137)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(26, 169), (155, 157), (114, 132)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(26, 169), (155, 157), (99, 126)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(26, 169), (114, 132), (99, 126)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(26, 169), (99, 126), (51, 86)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(26, 169), (103, 107), (51, 86)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(155, 157), (229, 127), (162, 137)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(229, 127), (162, 137), (103, 107)]",010 - I,101 - I
,3.0,"(2, 6, 7)","[(229, 127), (103, 107), (51, 86)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(99, 126), (103, 107), (51, 86)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(26, 169), (155, 157), (229, 127), (162, 137)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(26, 169), (155, 157), (162, 137), (114, 132)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(26, 169), (155, 157), (114, 132), (99, 126)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(26, 169), (114, 132), (99, 126), (51, 86)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(26, 169), (99, 126), (103, 107), (51, 86)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
